feedback_gain,memory_capacity,nonlinear_capacity
0.1,0.6760472719770189,0.29924373355045264
0.3,0.8231448352734079,0.39965400469876877
0.5,0.9730239775590338,0.4782630733220465
0.7,0.8957240408006786,0.5441439539701936
0.9,0.7620417323785873,0.5806932479344394
