crosstalk,memory_capacity,single_narma_nrmse,parallel_narma_nrmse,single_cls_err,parallel_cls_err,interference
0.0,0.3209067637944842,0.9895911754061076,0.9030726547229547,0.4584323040380047,0.4869358669833729,-0.058014957737784756
0.05,0.3062975772445929,0.992539343480722,0.9037651440981292,0.4679334916864608,0.4916864608076009,-0.06502123026145268
0.1,0.287013391793542,0.997386425088786,0.9062098273100458,0.4655581947743468,0.4916864608076009,-0.06504833174548608
0.2,0.23712381579490752,1.010030046021486,0.9149593173422782,0.4750593824228029,0.49643705463182897,-0.07369305647018165
0.3,0.18222407637096502,1.0234994201535657,0.9267927632691975,0.4869358669833729,0.4869358669833729,-0.09670665688436819
