programmable_fraction,recovery_ratio,update_cost
0.05,0.5230872204988805,0.15952547521773505
0.1,0.5955685858641347,0.22717308860002627
0.2,0.6988711184117139,0.37597066750737757
0.4,0.8255030282283196,0.6602230719956825
0.8,0.940854958310983,1.2180093705098716
